key_word,job_id,job_title,country,job_link,company,company_region,company_industry,company_size,experence_requirement,working_location,description,postedByHR
data scientist,6494660,"Scientist (Infrastructure, Energy & Environment) / I²R (A*STAR) -18 / I2R / 0023",SG,https://www.jobstreet.com.sg/en/job/scientist-infrastructure-energy-environment-i2r-astar-18i2r0023-6494660?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6492642,Senior Scientist (Robotics),SG,https://www.jobstreet.com.sg/en/job/senior-scientist-robotics-6492642?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6515118,"Research Scientist (contract ends on 31 May 2019), School of Information Systems",SG,https://www.jobstreet.com.sg/en/job/research-scientist-contract-ends-on-31-may-2019-school-of-information-systems-6515118?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6512702,SCIENTIST (MICROBIOLOGY / Up To $5500 / EAST),SG,https://www.jobstreet.com.sg/en/job/scientist-microbiology-up-to-5500-east-6512702?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6510950,Product Transfer Scientist,SG,https://www.jobstreet.com.sg/en/job/product-transfer-scientist-6510950?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6476308,Scientist (Experimental Power Grid Centre) [FY18006],SG,https://www.jobstreet.com.sg/en/job/scientist-experimental-power-grid-centre-fy18006-6476308?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475487,"Research Scientist (1-year contract), School of Information Systems",SG,https://www.jobstreet.com.sg/en/job/research-scientist-1-year-contract-school-of-information-systems-6475487?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475271,Scientist (Robotics & Autonomous Systems) / I2R (A*STAR) - 17 / I2R / 0057,SG,https://www.jobstreet.com.sg/en/job/scientist-robotics-autonomous-systems-i2r-astar-17i2r0057-6475271?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475236,Scientist (DL2.0) / I2R (A*STAR) -17 / I2R / 0091,SG,https://www.jobstreet.com.sg/en/job/scientist-dl20-i2r-astar-17i2r0091-6475236?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475228,Scientist (DL 2.0) / I2R (A*STAR) -17 / I2R / 0090,SG,https://www.jobstreet.com.sg/en/job/scientist-dl-20-i2r-astar-17i2r0090-6475228?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475139,Scientist (Robotics & Autonomous Systems) / I2R (A*STAR) -17 / I2R / 0056,SG,https://www.jobstreet.com.sg/en/job/scientist-robotics-autonomous-systems-i2r-astar-17i2r0056-6475139?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474862,Scientist (Cyber Security & Intelligence) / I2R (A*STAR) - 16 / I2R / 0012,SG,https://www.jobstreet.com.sg/en/job/scientist-cyber-security-intelligence-i2r-astar-16i2r0012-6474862?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474854,Scientist (Cyber Security & Intelligence) / I2R (A*STAR) - 17 / I2R / 0041,SG,https://www.jobstreet.com.sg/en/job/scientist-cyber-security-intelligence-i2r-astar-17i2r0041-6474854?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474825,Scientist (Cyber Security & Intelligence) / I2R (A*STAR) - 16 / I2R / 0007,SG,https://www.jobstreet.com.sg/en/job/scientist-cyber-security-intelligence-i2r-astar-16i2r0007-6474825?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474791,Scientist (Visual Intelligence) / I2R (A*STAR) -17 / I2R / 0084,SG,https://www.jobstreet.com.sg/en/job/scientist-visual-intelligence-i2r-astar-17i2r0084-6474791?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474779,Scientist (Ocular Imaging) / I²R (A*STAR) -17 / I2R / 0097,SG,https://www.jobstreet.com.sg/en/job/scientist-ocular-imaging-i2r-astar-17i2r0097-6474779?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474733,Scientist (Neural & Biomedical Technology) / I2R (A*STAR) - 16 / I2R / 0019,SG,https://www.jobstreet.com.sg/en/job/scientist-neural-biomedical-technology-i2r-astar-16i2r0019-6474733?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6475238,Scientist (Deep Learning 2.0) / I2R (A*STAR) -17 / I2R / 0092,SG,https://www.jobstreet.com.sg/en/job/scientist-deep-learning-20-i2r-astar-17i2r0092-6475238?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6474407,Principal Medical Laboratory Scientist (2 year contract),SG,https://www.jobstreet.com.sg/en/job/principal-medical-laboratory-scientist-2-year-contract-6474407?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6508690,Scientist (Biomedical),SG,https://www.jobstreet.com.sg/en/job/scientist-biomedical-6508690?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6462561,Senior AI Engineer / Scientist (100 Experiments) for AI Singapore (a national R&D programme in Artificial Intelligence) - (00694),SG,https://www.jobstreet.com.sg/en/job/senior-ai-engineerscientist-100-experiments-for-ai-singapore-a-national-rd-programme-in-artificial-intelligence-00694-6462561?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6462517,Research Scientist,SG,https://www.jobstreet.com.sg/en/job/research-scientist-6462517?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6484180,SCIENTIST (BIOINFORMATICS / Up To $6000),SG,https://www.jobstreet.com.sg/en/job/scientist-bioinformatics-up-to-6000-6484180?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,3624062,Principal Engineering Research Scientist,US,https://www.jobstreet.com.sg/en/job/principal-engineering-research-scientist-3624062/origin/my?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6393948,Scientist (Manufacturing Execution and Control) – MRF Ref FY18030 / MEC,SG,https://www.jobstreet.com.sg/en/job/scientist-manufacturing-execution-and-control-mrf-ref-fy18030mec-6393948?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6468517,SCIENTIST (Up To $6000 / Bioinformatics / Central),SG,https://www.jobstreet.com.sg/en/job/scientist-up-to-6000-bioinformatics-central-6468517?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6470033,Research Officer / Scientist (Stem Cell / Mammalian Cell),SG,https://www.jobstreet.com.sg/en/job/research-officerscientist-stem-cell-mammalian-cell-6470033?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6467456,Engineer / Scientists (Imagery Processing Experts),SG,https://www.jobstreet.com.sg/en/job/engineerscientists-imagery-processing-experts-6467456?fr=21&src=16&srcr=12,,,,,,,,False
